name	cpu_time	wall_time	tot_en	cutoff
Hydrogen_peroxide	9.32	9.65	-68.17237568	50
Hydrogen_peroxide	9.71	10.06	-68.22098626	55
Hydrogen_peroxide	10.84	11.25	-68.24471398	60
Hydrogen_peroxide	15.02	15.48	-68.25617416	65
Hydrogen_peroxide	15.28	15.76	-68.26097736	70
Hydrogen_peroxide	17.19	17.89	-68.26271511	75
Hydrogen_peroxide	17.91	18.55	-68.26325821	80
Hydrogen_peroxide	18.47	19.1	-68.26337859	85
Hydrogen_peroxide	22.67	23.38	-68.26340231	90
Hydrogen_peroxide	22.36	23.02	-68.26341164	95
Bromine	3.39	3.56	-62.90671487	30
Bromine	4.21	4.36	-62.91468752	35
Bromine	6.01	6.26	-62.91636110	40
Bromine	9.15	9.54	-62.91664812	45
Bromine	9.07	9.5	-62.91668026	50
Bromine	9.96	10.35	-62.91668353	55
Bromine	12.46	13.0	-62.91668947	60
Bromine	17.7	18.33	-62.91669594	65
Bromine	16.7	17.27	-62.91670056	70
Bromine	18.11	18.68	-62.91670394	75
Bromine	18.72	19.38	-62.91670722	80
Bromine	22.84	23.6	-62.91671062	85
Bromine	24.37	25.07	-62.91671386	90
Bromine	24.45	25.23	-62.91671689	95
Nitrogen	3.44	3.6	-40.89309461	30
Nitrogen	4.66	4.82	-41.15824983	35
Nitrogen	6.39	6.68	-41.31255136	40
Nitrogen	10.15	10.52	-41.39616978	45
Nitrogen	11.12	11.58	-41.44482543	50
Nitrogen	12.14	12.67	-41.46964259	55
Nitrogen	9.86	10.32	-41.48190108	60
Nitrogen	18.1	18.72	-41.48783470	65
Nitrogen	20.49	21.2	-41.49019903	70
Nitrogen	20.91	21.81	-41.49098764	75
Nitrogen	27.15	28.28	-41.49119280	80
Nitrogen	22.5	23.4	-41.49121859	85
Nitrogen	23.51	24.33	-41.49122085	90
Nitrogen	27.62	28.57	-41.49122982	95
Water	3.25	3.4	-34.86314362	30
Water	3.21	3.38	-35.10849898	35
Water	5.11	5.33	-35.25391689	40
Water	7.26	7.61	-35.33624728	45
Water	9.18	9.58	-35.38560594	50
Water	7.96	8.32	-35.41081552	55
Water	9.88	10.3	-35.42322857	60
Water	12.36	12.88	-35.42918264	65
Water	13.32	13.86	-35.43162046	70
Water	15.05	15.71	-35.43248204	75
Water	14.88	15.53	-35.43275677	80
Water	16.14	16.86	-35.43281698	85
Water	17.83	18.47	-35.43282607	90
Water	19.36	20.12	-35.43283182	95
Potassium_bromide	3.7	3.84	-91.59766642	30
Potassium_bromide	5.22	5.41	-91.65351290	35
Potassium_bromide	6.61	6.88	-91.68137530	40
Potassium_bromide	8.67	8.99	-91.69481401	45
Potassium_bromide	9.1	9.46	-91.70152726	50
Potassium_bromide	11.36	11.77	-91.70429254	55
Potassium_bromide	10.97	11.36	-91.70533894	60
Potassium_bromide	15.94	16.5	-91.70570041	65
Potassium_bromide	18.04	18.57	-91.70579578	70
Potassium_bromide	20.01	20.61	-91.70581450	75
Potassium_bromide	20.91	21.65	-91.70581906	80
Potassium_bromide	20.84	21.56	-91.70582315	85
Potassium_bromide	24.21	24.9	-91.70582733	90
Potassium_bromide	25.92	26.64	-91.70583043	95
Fluorine	3.03	3.17	-96.13402655	30
Fluorine	4.52	4.67	-97.01436439	35
Fluorine	5.54	5.78	-97.57350922	40
Fluorine	8.28	8.59	-97.90472951	45
Fluorine	10.61	11.07	-98.09859938	50
Fluorine	8.45	8.83	-98.19337341	55
Fluorine	12.65	13.16	-98.23684427	60
Fluorine	13.43	13.87	-98.25622825	65
Fluorine	17.12	17.64	-98.26361717	70
Fluorine	14.81	15.46	-98.26596163	75
Fluorine	17.47	18.18	-98.26655836	80
Fluorine	16.01	16.63	-98.26663805	85
Fluorine	19.91	20.52	-98.26664455	90
Fluorine	20.72	21.47	-98.26665894	95
Chlorine	3.28	3.41	-65.55050897	30
Chlorine	3.76	3.92	-65.57045213	35
Chlorine	5.64	5.87	-65.57809161	40
Chlorine	7.48	7.77	-65.58081511	45
Chlorine	8.22	8.54	-65.58181313	50
Chlorine	8.76	9.13	-65.58212569	55
Chlorine	8.65	9.0	-65.58222096	60
Chlorine	14.86	15.4	-65.58224700	65
Chlorine	14.29	14.81	-65.58225165	70
Chlorine	16.19	16.86	-65.58225338	75
Chlorine	18.04	18.7	-65.58225703	80
Chlorine	17.93	18.51	-65.58226136	85
Chlorine	22.63	23.29	-65.58226481	90
Chlorine	20.28	20.84	-65.58226684	95
Germane	5.48	5.63	-173.61953017	30
Germane	4.19	4.35	-178.12941971	35
Germane	6.27	6.45	-180.76336791	40
Germane	10.88	11.21	-182.13985182	45
Germane	9.15	9.44	-182.83709978	50
Germane	9.52	9.86	-183.10982533	55
Germane	12.13	12.47	-183.20260286	60
Germane	14.76	15.19	-183.23033011	65
Germane	15.51	15.95	-183.23652155	70
Germane	17.36	18.01	-183.23750997	75
Germane	18.46	19.03	-183.23761076	80
Germane	20.13	20.71	-183.23762131	85
Germane	23.14	23.79	-183.23762844	90
Germane	22.68	23.34	-183.23763341	95
Hydrogen_azide	5.95	6.17	-62.36682213	30
Hydrogen_azide	7.57	7.86	-62.75691249	35
Hydrogen_azide	9.33	9.6	-62.98335229	40
Hydrogen_azide	12.1	12.56	-63.10926981	45
Hydrogen_azide	13.98	14.46	-63.18557877	50
Hydrogen_azide	14.19	14.64	-63.22549131	55
Hydrogen_azide	18.31	18.88	-63.24509901	60
Hydrogen_azide	26.0	26.88	-63.25429169	65
Hydrogen_azide	25.74	26.49	-63.25790748	70
Hydrogen_azide	31.92	32.99	-63.25909790	75
Hydrogen_azide	32.3	33.24	-63.25941411	80
Hydrogen_azide	33.46	34.33	-63.25945640	85
Hydrogen_azide	52.41	53.72	-63.25946122	90
Hydrogen_azide	37.99	39.05	-63.25947599	95
Hydrogen_sulfide	3.56	3.72	-24.40909121	30
Hydrogen_sulfide	4.56	4.76	-24.41745742	35
Hydrogen_sulfide	5.35	5.61	-24.42143765	40
Hydrogen_sulfide	7.1	7.45	-24.42357607	45
Hydrogen_sulfide	8.45	8.85	-24.42487945	50
Hydrogen_sulfide	8.36	8.69	-24.42558195	55
Hydrogen_sulfide	9.53	9.91	-24.42596250	60
Hydrogen_sulfide	13.66	14.16	-24.42617096	65
Hydrogen_sulfide	14.72	15.24	-24.42627096	70
Hydrogen_sulfide	15.53	16.1	-24.42631334	75
Hydrogen_sulfide	16.01	16.71	-24.42633023	80
Hydrogen_sulfide	16.99	17.72	-24.42633581	85
Hydrogen_sulfide	20.65	21.43	-24.42633850	90
Hydrogen_sulfide	19.23	19.89	-24.42634127	95
Magnesium_fluoride	3.97	4.06	-211.39334883	30
Magnesium_fluoride	4.84	5.03	-214.10120125	35
Magnesium_fluoride	7.09	7.32	-215.72441921	40
Magnesium_fluoride	9.37	9.68	-216.62978098	45
Magnesium_fluoride	10.65	11.03	-217.14666470	50
Magnesium_fluoride	10.88	11.32	-217.39414653	55
Magnesium_fluoride	12.94	13.39	-217.50544189	60
Magnesium_fluoride	16.7	17.14	-217.55308067	65
Magnesium_fluoride	17.48	17.94	-217.56989937	70
Magnesium_fluoride	19.65	20.31	-217.57476382	75
Magnesium_fluoride	20.68	21.27	-217.57589295	80
Magnesium_fluoride	21.11	21.7	-217.57602665	85
Magnesium_fluoride	26.05	26.79	-217.57604206	90
Magnesium_fluoride	25.53	26.25	-217.57606624	95
Sulfer_tetrafluoride	6.2	6.37	-214.92546993	30
Sulfer_tetrafluoride	9.72	9.97	-216.72180254	35
Sulfer_tetrafluoride	10.62	10.95	-217.84898226	40
Sulfer_tetrafluoride	15.97	16.33	-218.50058511	45
Sulfer_tetrafluoride	17.69	18.18	-218.88010135	50
Sulfer_tetrafluoride	19.05	19.51	-219.06660695	55
Sulfer_tetrafluoride	20.79	21.27	-219.15392088	60
Sulfer_tetrafluoride	30.14	30.7	-219.19283926	65
Sulfer_tetrafluoride	28.74	29.29	-219.20708543	70
Sulfer_tetrafluoride	33.0	33.7	-219.21141823	75
Sulfer_tetrafluoride	34.48	35.28	-219.21247725	80
Sulfer_tetrafluoride	38.3	39.05	-219.21261087	85
Sulfer_tetrafluoride	44.65	45.5	-219.21262806	90
Sulfer_tetrafluoride	43.53	44.41	-219.21266613	95
Titanium_fluoride	10.41	10.69	-311.52796806	30
Titanium_fluoride	12.83	13.09	-313.69671168	35
Titanium_fluoride	17.03	17.39	-314.96733638	40
Titanium_fluoride	27.56	28.17	-315.67256182	45
Titanium_fluoride	32.32	33.04	-316.08973833	50
Titanium_fluoride	37.43	38.14	-316.30127576	55
Titanium_fluoride	39.57	40.35	-316.39953451	60
Titanium_fluoride	42.29	43.01	-316.44213460	65
Titanium_fluoride	68.05	69.17	-316.45739877	70
Titanium_fluoride	53.35	54.58	-316.46204729	75
Titanium_fluoride	80.21000000000001	81.71000000000001	-316.46320270	80
Titanium_fluoride	89.01	90.41	-316.46335062	85
Titanium_fluoride	81.98	83.53	-316.46336638	90
Titanium_fluoride	96.63	98.27000000000001	-316.46339938	95
Aluminum_trifluoride	4.3	4.44	-149.69006943	30
Aluminum_trifluoride	6.63	6.82	-151.04646845	35
Aluminum_trifluoride	7.77	8.03	-151.88754052	40
Aluminum_trifluoride	11.37	11.76	-152.37025353	45
Aluminum_trifluoride	11.79	12.19	-152.65507671	50
Aluminum_trifluoride	14.28	14.69	-152.79706514	55
Aluminum_trifluoride	15.16	15.68	-152.86255523	60
Aluminum_trifluoride	21.29	21.81	-152.89122667	65
Aluminum_trifluoride	19.89	20.36	-152.90181928	70
Aluminum_trifluoride	22.18	22.84	-152.90508049	75
Aluminum_trifluoride	24.23	24.94	-152.90587132	80
Aluminum_trifluoride	25.81	26.42	-152.90596588	85
Aluminum_trifluoride	27.85	28.63	-152.90597475	90
Aluminum_trifluoride	33.24	34.08	-152.90600202	95
Aluminum_triiodide	4.98	5.15	-82.44850858	30
Aluminum_triiodide	6.68	6.84	-82.45098291	35
Aluminum_triiodide	9.19	9.47	-82.45160088	40
Aluminum_triiodide	13.56	13.91	-82.45374927	45
Aluminum_triiodide	13.14	13.53	-82.45722242	50
Aluminum_triiodide	14.32	14.79	-82.46015014	55
Aluminum_triiodide	17.83	18.26	-82.46182956	60
Aluminum_triiodide	22.95	23.43	-82.46253975	65
Aluminum_triiodide	22.68	23.11	-82.46271667	70
Aluminum_triiodide	27.21	27.91	-82.46274397	75
Aluminum_triiodide	26.54	27.23	-82.46277385	80
Aluminum_triiodide	28.42	29.25	-82.46281514	85
Aluminum_triiodide	35.84	36.66	-82.46284837	90
Aluminum_triiodide	32.91	33.72	-82.46286634	95
Arsine	4.31	4.45	-200.77202242	30
Arsine	5.44	5.66	-206.96710605	35
Arsine	6.2	6.39	-210.89784706	40
Arsine	9.54	9.81	-213.18664534	45
Arsine	11.71	12.13	-214.52420522	50
Arsine	10.74	11.16	-215.15097307	55
Arsine	11.62	12.01	-215.41305120	60
Arsine	14.74	15.18	-215.51236609	65
Arsine	16.42	16.9	-215.54206906	70
Arsine	18.54	19.2	-215.54897383	75
Arsine	18.26	18.83	-215.55011817	80
Arsine	17.73	18.28	-215.55019302	85
Arsine	22.14	22.79	-215.55021060	90
Arsine	24.0	24.72	-215.55023589	95
Magnesium_chloride	4.23	4.39	-180.58592804	30
Magnesium_chloride	7.16	7.37	-182.40213901	35
Magnesium_chloride	9.47	9.78	-183.46376881	40
Magnesium_chloride	12.51	12.84	-184.04720265	45
Magnesium_chloride	14.38	14.9	-184.37743875	50
Magnesium_chloride	12.37	12.76	-184.53218418	55
Magnesium_chloride	13.18	13.58	-184.59954222	60
Magnesium_chloride	20.93	21.39	-184.62731087	65
Magnesium_chloride	19.43	19.9	-184.63679894	70
Magnesium_chloride	21.94	22.62	-184.63946094	75
Magnesium_chloride	25.85	26.56	-184.64006370	80
Magnesium_chloride	25.48	26.06	-184.64013801	85
Magnesium_chloride	29.74	30.44	-184.64014165	90
Magnesium_chloride	32.72	33.55	-184.64015451	95
Lithium_fluoride	2.82	2.98	-62.43502441	30
Lithium_fluoride	3.79	3.98	-63.03240956	35
Lithium_fluoride	4.9	5.1	-63.38646029	40
Lithium_fluoride	7.26	7.57	-63.58334694	45
Lithium_fluoride	7.68	8.04	-63.69569953	50
Lithium_fluoride	6.97	7.38	-63.74962724	55
Lithium_fluoride	7.81	8.1	-63.77396406	60
Lithium_fluoride	11.88	12.36	-63.78454854	65
Lithium_fluoride	12.27	12.66	-63.78836537	70
Lithium_fluoride	13.2	13.78	-63.78949224	75
Lithium_fluoride	12.67	13.23	-63.78976409	80
Lithium_fluoride	13.2	13.79	-63.78979673	85
Lithium_fluoride	17.32	17.97	-63.78981078	90
Lithium_fluoride	18.01	18.71	-63.78981915	95
Phosphine	3.29	3.51	-17.33204095	30
Phosphine	4.67	4.86	-17.34091982	35
Phosphine	4.98	5.21	-17.34623631	40
Phosphine	7.18	7.48	-17.34926229	45
Phosphine	7.69	8.04	-17.35113582	50
Phosphine	10.77	11.24	-17.35219071	55
Phosphine	12.56	13.02	-17.35276562	60
Phosphine	14.16	14.73	-17.35307212	65
Phosphine	17.94	18.55	-17.35321577	70
Phosphine	15.86	16.44	-17.35327675	75
Phosphine	16.0	16.71	-17.35330096	80
Phosphine	16.77	17.36	-17.35330926	85
Phosphine	19.63	20.38	-17.35331470	90
Phosphine	20.3	21.03	-17.35332124	95
Silane	2.58	2.73	-13.09453098	30
Silane	3.17	3.31	-13.10648986	35
Silane	4.16	4.33	-13.11351453	40
Silane	5.71	5.94	-13.11761784	45
Silane	6.71	7.08	-13.12015337	50
Silane	6.74	7.02	-13.12153332	55
Silane	7.6	7.95	-13.12228825	60
Silane	10.28	10.72	-13.12269827	65
Silane	11.21	11.57	-13.12289453	70
Silane	12.38	12.89	-13.12297718	75
Silane	12.89	13.41	-13.12300970	80
Silane	14.31	14.85	-13.12301831	85
Silane	16.23	16.91	-13.12302031	90
Silane	16.77	17.45	-13.12302234	95
